"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"17202-62497","RB","David","","Johnson","24.241666158040363","12","9700","ARI@MIA","ARI","MIA","","","",""
"17202-28181","RB","Le'Veon","","Bell","20.811111450195312","9","9000","PIT@BUF","PIT","BUF","","","",""
"17202-32384","WR","Mike","","Evans","17.316666920979817","12","8900","NO@TB","TB","NO","","","",""
"17202-11612","WR","Antonio","","Brown","18.008333841959637","12","8800","PIT@BUF","PIT","BUF","","","",""
"17202-6504","QB","Drew","","Brees","22.785001118977863","12","8700","NO@TB","NO","TB","","","",""
"17202-6654","QB","Matthew","","Stafford","18.81333287556966","12","8500","CHI@DET","DET","CHI","","","",""
"17202-31360","WR","Odell","","Beckham Jr.","15.416666666666666","12","8500","DAL@NYG","NYG","DAL","","","",""
"17202-38791","RB","Ezekiel","","Elliott","20.891666412353516","12","8500","DAL@NYG","DAL","NYG","","","",""
"17202-6616","QB","Matt","","Ryan","22.018333435058594","12","8300","ATL@LA","ATL","LA","","","",""
"17202-6779","RB","LeSean","","McCoy","18","11","8300","PIT@BUF","BUF","PIT","","","",""
"17202-14190","WR","Julio","","Jones","15.941666920979818","12","8300","ATL@LA","ATL","LA","Q","Lower leg","",""
"17202-28900","RB","Melvin","","Gordon","19.133333841959637","12","8200","SD@CAR","SD","CAR","","","",""
"17202-24849","QB","Jameis","","Winston","18.525000254313152","12","8200","NO@TB","TB","NO","","","",""
"17202-21939","QB","Andrew","","Luck","20.767999267578126","10","8200","HOU@IND","IND","HOU","","","",""
"17202-6589","QB","Ben","","Roethlisberger","20.32363614169034","11","8100","PIT@BUF","PIT","BUF","","","",""
"17202-6894","QB","Aaron","","Rodgers","23.535001118977863","12","8000","SEA@GB","GB","SEA","","","",""
"17202-7968","QB","Philip","","Rivers","18.126667022705078","12","8000","SD@CAR","SD","CAR","","","",""
"17202-31716","QB","Dak","","Prescott","19.72166697184245","12","8000","DAL@NYG","DAL","NYG","","","",""
"17202-22015","QB","Russell","","Wilson","16.62727217240767","11","7900","SEA@GB","SEA","GB","","","",""
"17202-29358","QB","Marcus","","Mariota","20.576666514078777","12","7900","DEN@TEN","TEN","DEN","","","",""
"17202-14254","RB","DeMarco","","Murray","18.84166717529297","12","7900","DEN@TEN","TEN","DEN","","","",""
"17202-42142","RB","Jordan","","Howard","14.318181818181818","11","7800","CHI@DET","CHI","DET","","","",""
"17202-11435","WR","Dez","","Bryant","13.100000169542101","9","7800","DAL@NYG","DAL","NYG","","","",""
